"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 1.13.144";"";"0.2";"AUDUSD_H1";"H1";"-2126.11";"";"283";"0.1";"-7.12";"-0.84";"-106.31";"-0.98";"80.67";"2126.11";"0.07";"-1.0";"0.0";"13.51";"8.94";"30.06";"22.23";"22.73";"14.5";"0.06";"-10.59";"";"2";"0.0";"0.0";"-1.0";"-1.06";"0.0";"0.0";"10.59";"0.0";"-1.0";"-1.0";"0.0";"5.3";"0.0";"7.0";"7.0";"0.0"
"Strategy 1.13.143";"";"0.18";"AUDUSD_H1";"H1";"-840.46";"";"106";"0.18";"-3.62";"-0.67";"-42.02";"-0.92";"88.03";"840.46";"0.22";"-1.0";"-0.71";"9.99";"11.84";"11.42";"11.05";"11.11";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.126(1)";"";"0.2";"AUDUSD_H1";"H1";"-1370.96";"";"181";"0.25";"-4.05";"-0.61";"-68.55";"-0.94";"61.11";"1370.96";"0.23";"-1.0";"0.0";"13.19";"12.38";"6.97";"6.85";"6.87";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.131";"";"0.2";"AUDUSD_H1";"H1";"-5472.35";"";"756";"0.01";"-13.24";"-0.99";"-273.62";"-0.97";"18.22";"5472.35";"0.0";"-1.0";"0.0";"14.51";"7.3";"2.5";"3.83";"3.83";"0.0";"0.06";"-14.37";"";"2";"0.0";"-22818.26";"-1.0";"-1.44";"-0.44";"0.0";"14.37";"0.0";"-1.0";"-1.0";"0.0";"7.18";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.13.146";"";"0.18";"AUDUSD_H1";"H1";"-1118.23";"";"121";"0.06";"-4.49";"-0.8";"-55.91";"-0.85";"93.68";"1118.23";"0.16";"-1.0";"0.0";"4.51";"11.49";"13.59";"12.56";"12.7";"2.45";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.145";"";"0.2";"AUDUSD_H1";"H1";"-4652.22";"";"622";"0.04";"-10.51";"-0.94";"-232.61";"-0.98";"15.85";"4652.22";"0.03";"-1.0";"0.0";"10.16";"7.98";"10.41";"8.0";"8.06";"0.29";"0.06";"-24.91";"";"4";"0.0";"-37.28";"-1.0";"-2.49";"-0.39";"16.29";"24.91";"0.0";"-1.0";"-1.0";"0.0";"6.23";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.21.132";"";"0.2";"AUDUSD_H1";"H1";"-3239.86";"";"444";"0.1";"-7.88";"-0.83";"-161.99";"-0.97";"31.23";"3276.15";"0.09";"-0.99";"0.0";"9.24";"8.8";"9.24";"8.74";"8.78";"3.04";"0.06";"-7.16";"";"1";"0.0";"-15.88";"-1.0";"-0.72";"0.0";"0.0";"7.16";"0.0";"-1.0";"-1.0";"0.0";"7.16";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.13.148";"";"0.2";"AUDUSD_H1";"H1";"-1580.95";"";"200";"0.04";"-7.19";"-0.89";"-79.05";"-0.96";"86.56";"1581.93";"0.08";"-1.0";"0.0";"5.18";"8.89";"13.07";"13.73";"13.69";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.147";"";"0.2";"AUDUSD_H1";"H1";"-2535.95";"";"353";"0.2";"-5.76";"-0.74";"-126.8";"-0.97";"11.57";"2603.55";"0.08";"-0.97";"0.0";"23.49";"9.72";"35.19";"19.76";"20.94";"17.04";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.130";"";"0.2";"AUDUSD_H1";"H1";"-4772.11";"";"637";"0.08";"-10.0";"-0.89";"-238.61";"-0.96";"2.26";"4772.11";"0.03";"-1.0";"0.0";"23.24";"8.39";"19.22";"11.28";"11.5";"10.97";"0.06";"-14.27";"";"2";"0.0";"-4531.9";"-1.0";"-1.43";"-0.44";"0.0";"14.27";"0.0";"-1.0";"-1.0";"0.0";"7.14";"0.0";"3.5";"3.5";"0.0"
"Strategy 1.21.135";"";"0.2";"AUDUSD_H1";"H1";"-3186.26";"";"416";"0.11";"-7.77";"-0.84";"-159.31";"-0.94";"84.17";"3233.26";"0.05";"-0.99";"0.0";"18.89";"9.07";"20.57";"12.22";"12.64";"10.09";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.136";"";"0.2";"AUDUSD_H1";"H1";"-3564.0";"";"488";"0.06";"-10.31";"-0.9";"-178.2";"-0.98";"38.76";"3564.0";"0.05";"-1.0";"0.0";"9.88";"8.15";"26.52";"18.78";"19.14";"21.45";"0.06";"-10.86";"";"2";"0.0";"0.0";"-1.0";"-1.09";"0.0";"0.0";"10.86";"0.0";"-1.0";"-1.0";"0.0";"5.43";"0.0";"10.0";"10.0";"0.0"
"Strategy 1.13.149";"";"0.2";"AUDUSD_H1";"H1";"-3634.09";"";"499";"0.03";"-12.12";"-0.93";"-181.7";"-0.98";"91.42";"3634.09";"0.04";"-1.0";"0.0";"7.7";"7.81";"15.65";"12.99";"13.08";"0.0";"0.06";"-10.24";"";"2";"0.0";"0.0";"-1.0";"-1.02";"0.0";"0.0";"10.24";"0.0";"-1.0";"-1.0";"0.0";"5.12";"0.0";"15.0";"15.0";"0.0"
"Strategy 1.21.133";"";"0.16";"AUDUSD_H1";"H1";"-733.75";"";"69";"0.22";"-2.81";"-0.6";"-36.69";"-0.93";"69.41";"755.75";"0.3";"-0.97";"-0.65";"12.77";"17.7";"5.56";"5.94";"5.86";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.134";"";"0.2";"AUDUSD_H1";"H1";"-2457.62";"";"312";"0.05";"-6.64";"-0.92";"-122.88";"-0.94";"8.2";"2457.62";"0.03";"-1.0";"0.0";"12.23";"8.57";"6.3";"4.6";"4.68";"0.0";"0.06";"-3.51";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.51";"0.0";"-1.0";"-1.0";"0.0";"3.51";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.19.161(1)";"";"0.2";"AUDUSD_H1";"H1";"-2085.2";"";"282";"0.1";"-7.47";"-0.82";"-104.26";"-0.94";"99.88";"2116.48";"0.09";"-0.99";"0.0";"9.63";"8.98";"20.29";"18.47";"18.62";"11.26";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.108(1)";"";"0.2";"AUDUSD_H1";"H1";"-3786.44";"";"508";"0.1";"-7.88";"-0.87";"-189.32";"-0.92";"6.88";"3786.44";"0.03";"-1.0";"0.0";"25.84";"8.54";"26.88";"9.71";"10.25";"6.76";"0.06";"-3.54";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.54";"0.0";"-1.0";"-1.0";"0.0";"3.54";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.19.99";"";"0.09";"AUDUSD_H1";"H1";"-206.86";"";"22";"0.51";"-0.92";"-0.36";"-10.34";"-0.33";"53.74";"322.18";"0.38";"-0.64";"-0.38";"35.52";"26.25";"26.33";"9.38";"14.0";"0.69";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.171(2)";"";"0.06";"AUDUSD_H1";"H1";"-26.29";"";"2";"0.09";"-0.7";"-0.45";"-1.31";"-0.26";"0.0";"29.01";"1.0";"-0.91";"-0.46";"2.72";"29.01";"6.0";"13.0";"9.5";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.19.116(1)";"";"0.2";"AUDUSD_H1";"H1";"-2299.04";"";"309";"0.1";"-7.69";"-0.81";"-114.95";"-0.94";"91.91";"2340.54";"0.11";"-0.98";"0.0";"8.75";"9.18";"13.27";"13.89";"13.83";"6.37";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.128";"";"0.18";"AUDUSD_H1";"H1";"-1068.42";"";"139";"0.21";"-3.93";"-0.6";"-53.42";"-0.91";"89.3";"1068.42";"0.31";"-1.0";"0.0";"8.63";"12.77";"19.3";"16.89";"17.46";"4.8";"0.06";"-6.81";"";"1";"0.0";"0.0";"-1.0";"-0.68";"0.0";"0.0";"6.81";"0.0";"-1.0";"-1.0";"0.0";"6.81";"0.0";"2.0";"2.0";"0.0"
"Strategy 1.21.129";"";"0.2";"AUDUSD_H1";"H1";"-6021.52";"";"836";"0.02";"-17.26";"-0.95";"-301.08";"-0.98";"96.52";"6049.0";"0.03";"-1.0";"0.0";"5.05";"7.6";"12.85";"12.18";"12.2";"12.63";"0.06";"-21.63";"";"3";"0.0";"-47.5";"-1.0";"-2.16";"-0.39";"50.0";"21.63";"0.0";"-1.0";"-1.0";"0.0";"7.21";"0.0";"5.33";"5.33";"0.0"
"Strategy 1.21.126";"";"0.2";"AUDUSD_H1";"H1";"-2554.45";"";"359";"0.17";"-6.41";"-0.76";"-127.72";"-0.96";"80.72";"2617.79";"0.09";"-0.98";"0.0";"17.25";"9.42";"14.29";"9.1";"9.55";"0.0";"0.06";"-3.54";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.54";"0.0";"-1.0";"-1.0";"0.0";"3.54";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.3.183(1)";"";"0.2";"AUDUSD_H1";"H1";"-1803.08";"";"242";"0.17";"-5.83";"-0.75";"-90.15";"-0.97";"19.07";"1834.53";"0.12";"-0.98";"0.0";"14.69";"10.0";"39.68";"32.39";"33.14";"23.6";"0.06";"-10.73";"";"2";"0.0";"0.0";"-1.0";"-1.07";"0.0";"48.82";"10.73";"0.0";"-1.0";"-1.0";"0.0";"5.36";"0.0";"2.5";"2.5";"0.0"
"Strategy 1.13.132(1)";"";"0.2";"AUDUSD_H1";"H1";"-4436.78";"";"606";"0.02";"-13.09";"-0.96";"-221.84";"-0.96";"79.89";"4447.1";"0.02";"-1.0";"0.0";"7.94";"7.63";"5.5";"5.02";"5.03";"0.0";"0.06";"-14.0";"";"2";"0.0";"0.0";"-1.0";"-1.4";"0.0";"0.0";"14.0";"0.0";"-1.0";"-1.0";"0.0";"7.0";"0.0";"2.5";"2.5";"0.0"
"Strategy 1.21.127";"";"0.2";"AUDUSD_H1";"H1";"-5011.28";"";"674";"0.03";"-15.95";"-0.95";"-250.56";"-0.96";"90.57";"5011.28";"0.02";"-1.0";"0.0";"9.18";"7.81";"12.2";"10.4";"10.44";"0.0";"0.06";"-7.16";"";"1";"0.0";"0.0";"-1.0";"-0.72";"0.0";"0.0";"7.16";"0.0";"-1.0";"-1.0";"0.0";"7.16";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.13.131";"";"0.2";"AUDUSD_H1";"H1";"-2494.38";"";"344";"0.1";"-8.38";"-0.81";"-124.72";"-0.97";"94.41";"2512.36";"0.12";"-0.99";"0.0";"7.5";"8.97";"25.53";"24.6";"24.69";"20.08";"0.06";"-3.3";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.3";"0.0";"-1.0";"-1.0";"0.0";"3.3";"0.0";"29.0";"29.0";"0.0"
"Strategy 1.13.130";"";"0.2";"AUDUSD_H1";"H1";"-6356.19";"";"865";"0.05";"-12.38";"-0.93";"-317.81";"-0.97";"95.94";"6356.19";"0.02";"-1.0";"0.0";"14.99";"7.88";"9.2";"6.66";"6.72";"4.51";"0.06";"-17.73";"";"3";"0.0";"-80.27";"-1.0";"-1.77";"-0.39";"0.0";"17.73";"0.0";"-1.0";"-1.0";"0.0";"5.91";"0.0";"3.67";"3.67";"0.0"
"Strategy 1.13.133";"";"0.2";"AUDUSD_H1";"H1";"-1419.82";"";"186";"0.21";"-4.5";"-0.65";"-70.99";"-0.95";"0.0";"1444.14";"0.22";"-0.98";"0.0";"11.71";"11.81";"15.7";"16.42";"16.29";"5.97";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.3.126(2)";"";"0.2";"AUDUSD_H1";"H1";"-2707.21";"";"375";"0.1";"-7.41";"-0.83";"-135.36";"-0.98";"73.66";"2741.87";"0.08";"-0.99";"0.0";"10.69";"8.66";"8.29";"9.56";"9.46";"0.29";"0.06";"-3.5";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.5";"0.0";"-1.0";"-1.0";"0.0";"3.5";"0.0";"5.0";"5.0";"0.0"
"Strategy 1.13.132";"";"0.18";"AUDUSD_H1";"H1";"-1024.45";"";"115";"0.15";"-4.21";"-0.73";"-51.22";"-0.87";"95.92";"1050.39";"0.17";"-0.98";"0.0";"10.53";"12.28";"16.94";"20.46";"19.94";"4.41";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.135";"";"0.2";"AUDUSD_H1";"H1";"-1960.01";"";"272";"0.0";"-8.25";"-1.0";"-98.0";"-0.98";"83.14";"1960.01";"0.0";"-1.0";"0.0";"0.0";"7.21";"0.0";"6.73";"6.73";"1.67";"0.06";"-3.54";"";"1";"0.0";"0.0";"-1.0";"-0.35";"0.0";"0.0";"3.54";"0.0";"-1.0";"-1.0";"0.0";"3.54";"0.0";"4.0";"4.0";"0.0"
"Strategy 1.21.120";"";"0.2";"AUDUSD_H1";"H1";"-2063.05";"";"270";"0.1";"-6.77";"-0.81";"-103.15";"-0.97";"80.83";"2063.05";"0.11";"-1.0";"0.0";"9.3";"9.45";"41.46";"26.64";"28.07";"20.57";"0.06";"-3.32";"";"1";"0.0";"0.0";"-1.0";"-0.33";"0.0";"0.0";"3.32";"0.0";"-1.0";"-1.0";"0.0";"3.32";"0.0";"29.0";"29.0";"0.0"
"Strategy 1.13.134";"";"0.2";"AUDUSD_H1";"H1";"-3120.84";"";"417";"0.01";"-11.27";"-0.95";"-156.04";"-0.95";"98.53";"3125.42";"0.04";"-1.0";"0.0";"1.13";"7.85";"16.0";"12.63";"12.77";"8.62";"0.06";"-3.63";"";"1";"0.0";"0.0";"-1.0";"-0.36";"0.0";"0.0";"3.63";"0.0";"-1.0";"-1.0";"0.0";"3.63";"0.0";"6.0";"6.0";"0.0"
"Strategy 1.21.121";"";"0.2";"AUDUSD_H1";"H1";"-7408.1";"";"1017";"0.0";"-13.1";"-0.99";"-370.41";"-0.96";"56.65";"7408.1";"0.0";"-1.0";"0.0";"8.01";"7.33";"10.67";"6.89";"6.9";"2.15";"0.06";"-25.15";"";"4";"0.0";"-36.2";"-1.0";"-2.52";"-0.39";"40.03";"25.15";"0.0";"-1.0";"-1.0";"0.0";"6.29";"0.0";"7.75";"7.75";"0.0"
"Strategy 1.13.137";"";"0.2";"AUDUSD_H1";"H1";"-3183.43";"";"417";"0.02";"-9.9";"-0.92";"-159.17";"-0.95";"86.01";"3190.49";"0.06";"-1.0";"0.0";"3.56";"8.26";"8.27";"7.32";"7.37";"2.35";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.13.136";"";"0.2";"AUDUSD_H1";"H1";"-3194.37";"";"436";"0.1";"-9.31";"-0.82";"-159.72";"-0.97";"89.08";"3194.37";"0.1";"-1.0";"0.0";"9.48";"8.93";"6.45";"5.33";"5.42";"1.27";"0.06";"-7.11";"";"1";"0.0";"0.0";"-1.0";"-0.71";"0.0";"0.0";"7.11";"0.0";"-1.0";"-1.0";"0.0";"7.11";"0.0";"1.0";"1.0";"0.0"
"Strategy 1.13.139";"";"0.18";"AUDUSD_H1";"H1";"-992.78";"";"104";"0.16";"-3.81";"-0.66";"-49.64";"-0.94";"92.99";"992.78";"0.28";"-1.0";"-0.92";"7.98";"14.52";"21.83";"12.33";"14.43";"2.25";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.124";"";"0.2";"AUDUSD_H1";"H1";"-3357.7";"";"453";"0.09";"-9.69";"-0.87";"-167.89";"-0.97";"67.77";"3404.2";"0.04";"-0.99";"0.0";"17.04";"8.48";"17.32";"14.66";"14.77";"16.55";"0.06";"-10.62";"";"2";"0.0";"-45.28";"-1.0";"-1.06";"-0.39";"0.0";"10.62";"0.0";"-1.0";"-1.0";"0.0";"5.31";"0.0";"3.5";"3.5";"0.0"
"Strategy 1.13.138";"";"0.2";"AUDUSD_H1";"H1";"-5652.48";"";"777";"0.0";"-14.08";"-0.98";"-282.62";"-0.97";"97.44";"5652.48";"0.02";"-1.0";"0.0";"1.27";"7.43";"9.79";"10.48";"10.46";"8.13";"0.06";"-13.79";"";"2";"0.0";"0.0";"-1.0";"-1.38";"0.0";"0.0";"13.79";"0.0";"-1.0";"-1.0";"0.0";"6.89";"0.0";"6.5";"6.5";"0.0"
"Strategy 1.21.125";"";"0.07";"AUDUSD_H1";"H1";"-48.58";"";"14";"0.68";"-0.4";"-0.12";"-2.43";"-0.62";"0.0";"101.99";"1.8";"-0.48";"-0.25";"11.26";"29.98";"6.67";"2.2";"5.07";"0.0";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 1.21.122";"";"0.08";"AUDUSD_H1";"H1";"-139.89";"";"20";"0.52";"-0.82";"-0.31";"-6.99";"-0.77";"38.57";"151.51";"0.54";"-0.92";"-0.48";"21.74";"22.47";"42.86";"18.0";"26.7";"1.47";"0.06";"-26.44";"";"1";"0.0";"0.0";"-1.0";"-2.64";"0.0";"0.0";"26.44";"0.0";"-1.0";"-1.0";"0.0";"26.44";"0.0";"24.0";"24.0";"0.0"
"Strategy 1.21.123";"";"0.2";"AUDUSD_H1";"H1";"-2389.27";"";"302";"0.12";"-6.91";"-0.84";"-119.46";"-0.89";"93.88";"2438.04";"0.06";"-0.98";"0.0";"19.8";"9.46";"29.0";"17.98";"18.56";"11.66";"0.06";"-7.2";"";"1";"0.0";"-15.88";"-1.0";"-0.72";"0.0";"0.0";"7.2";"0.0";"-1.0";"-1.0";"0.0";"7.2";"0.0";"3.0";"3.0";"0.0"
"Strategy 1.3.171(3)";"";"0.17";"AUDUSD_H1";"H1";"-864.75";"";"79";"0.18";"-3.13";"-0.66";"-43.24";"-0.83";"59.68";"864.75";"0.23";"-1.0";"-0.73";"12.95";"16.55";"30.8";"10.03";"13.97";"2.15";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
